gene	spl	degree	degree_centrality	average_neighbor_degree	betweenness	eigenvector	cluster_coefficient	triangles	pagerank	load_centrality	harmonic_centrality
246	ANGPTL1	4.85504657394411	1	0.000128	11	0	2e-06	0	0	3.5e-05	0	1540.895274
247	ANGPTL3	4.74875590149292	2	0.000255	18.5	39.191202	3e-06	0	0	5e-05	84.590753	1581.398846
248	ANK1	3.88464973842031	13	0.001659	16.076923	54227.707355	8.7e-05	0.025641	2	0.000266	110579.424583	1961.871825
249	ANK2	4.10667347199183	6	0.000766	17.666667	9792.163538	8.6e-05	0	0	0.000128	20665.860262	1845.242893
250	ANK3	3.9748628301646	9	0.001149	14	18828.651381	0.000179	0.027778	1	0.000178	39158.096066	1913.490909
251	ANKHD1-EIF4EBP3	4.54255454893454	1	0.000128	25	0	3.3e-05	0	0	3.2e-05	0	1652.741739
252	ANKLE2	4.84573178512186	1	0.000128	18	0	3e-06	0	0	3.6e-05	0	1545.329437
253	ANKRD11	3.85734337118795	4	0.00051	47	1951.064924	0.000133	0	0	7.1e-05	4233.681794	1976.163889
254	ANKRD12	4.50401939517673	1	0.000128	28	0	1.6e-05	0	0	3.1e-05	0	1669.31075
255	ANKRD13A	4.72310833227	1	0.000128	18	0	1.7e-05	0	0	3.4e-05	0	1591.62785
256	ANKRD13D	4.44647186423376	1	0.000128	54	0	1.1e-05	0	0	3.8e-05	0	1693.129401
257	ANKRD24	4.05103993875207	3	0.000383	48.333333	579.526139	0.002478	0	0	5.4e-05	1053.963657	1878.294048
258	ANKRD6	5.08421589894092	1	0.000128	3	0	2e-06	0	0	4.3e-05	0	1467.475866
259	ANKS1B	4.53247416103101	1	0.000128	32	0	2.1e-05	0	0	3.5e-05	0	1659.878571
260	ANKZF1	4.46573944111267	2	0.000255	27.5	513.863205	0.000135	0	0	5e-05	1470.18354	1692.277814
261	ANP32A	3.71864233762919	11	0.001404	23.545455	10504.438825	0.000471	0.018182	1	0.000163	23301.804333	2056.821429
262	ANP32B	4.47428863085364	2	0.000255	15	146.821549	2.1e-05	0	0	4.5e-05	398.403834	1679.777814
263	ANP32E	4.11892305729233	4	0.00051	33	166.723769	0.000103	0.5	3	6.7e-05	301.906658	1841.967857
264	ANTXR1	3.667729998724	16	0.002042	27.5	15223.154582	0.000549	0.166667	20	0.000197	31849.95869	2096.597222
265	ANTXR2	4.94921526094169	3	0.000383	10	37.854648	2e-06	0	0	6.9e-05	104.509134	1514.077417
266	ANXA11	4.33954319254817	5	0.000638	12.4	4377.41344	5e-05	0	0	0.000119	9430.954215	1738.155556
267	ANXA13	4.63136404236315	2	0.000255	13	2482.654109	5.7e-05	0	0	6.4e-05	6186.783969	1621.969084
268	ANXA2	3.44328186806176	14	0.001787	46.642857	69463.586899	0.001944	0.010989	1	0.000231	139798.781829	2239.590079
269	ANXA4	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
270	ANXA5	5.55952532856961	2	0.000255	1.5	7537	0	0	0	0.000112	15074	1333.981818
271	ANXA7	4.5808345029986	1	0.000128	16	0	2.4e-05	0	0	3.5e-05	0	1636.95202
272	ANXA9	5.35370677555187	1	0.000128	4	0	0	0	0	4.4e-05	0	1389.844877
273	AOAH	4.82301901237718	1	0.000128	16	0	5e-06	0	0	3.9e-05	0	1549.948449
274	AOC3	4.27829526604568	1	0.000128	44	0	3.7e-05	0	0	3.1e-05	0	1764.188528
275	AP1AR	4.86729615924461	2	0.000255	6.5	729.031098	4e-06	0	0	5.9e-05	2074.933993	1539.338925
276	AP1B1	3.5724129131045	14	0.001787	35.214286	20635.091943	0.001516	0.098901	9	0.000199	40014.051485	2148.669841
277	AP1G1	4.87559014929182	4	0.00051	3.25	7954.679353	5e-06	0	0	0.000117	16402.87445	1535.916703
278	AP1G2	4.30483603419676	8	0.001021	10.125	12189.172639	4.7e-05	0.035714	1	0.000155	26504.589907	1760.68456
279	AP1M1	4.1802985836417	10	0.001276	8.3	17439.5587	0.000121	0	0	0.000205	36533.624721	1812.841703
280	AP1M2	4.27408447109863	3	0.000383	16.666667	163.747564	6.9e-05	0	0	5.9e-05	470.420957	1765.747294
281	AP1S1	4.08293990047212	13	0.001659	17.538462	10081.93837	0.000169	0.128205	10	0.000213	23883.318443	1866.366306
282	AP1S2	5.0560163327804	2	0.000255	7.5	12.633087	5e-06	0	0	5.5e-05	32.606313	1478.029401
283	AP1S3	4.17238739313513	6	0.000766	17.166667	1199.23351	9.6e-05	0.066667	1	0.000102	3255.336174	1815.099206
284	AP2A1	3.71443154268215	19	0.002425	20.368421	27074.719953	0.001403	0.05848	10	0.00028	56040.010931	2064.819841
285	AP2A2	3.443026668368	31	0.003956	28.193548	47813.069934	0.002263	0.197849	92	0.000394	98866.91907	2241.49127
286	AP2B1	3.3612351665178	33	0.004211	33.484848	150517.896313	0.003386	0.142045	75	0.000442	295362.453763	2308.929365
287	AP2M1	3.46446344264387	31	0.003956	25.096774	61870.199271	0.002219	0.139785	65	0.000428	123647.649789	2227.36627
288	AP2S1	3.62255965292842	15	0.001914	35.8	23938.492889	0.001494	0.285714	30	0.000199	49036.659931	2121.582937
289	AP3B1	4.53158096210285	4	0.00051	24	431.267497	1.4e-05	0.166667	1	8e-05	1151.615382	1664.52583
290	AP3B2	5.10399387520735	1	0.000128	5	0	8e-06	0	0	3.4e-05	0	1464.600866
291	AP3D1	4.19407936710476	5	0.000638	16.8	16511.331747	8.7e-05	0	0	0.000134	33462.540645	1803.38373
292	AP3M2	5.1557994130407	1	0.000128	5	0	2e-06	0	0	4.2e-05	0	1444.759596
293	AP3S1	4.58504529794564	3	0.000383	20.333333	7988.006024	9e-06	0	0	9e-05	16225.092484	1643.998846
294	AP3S2	4.58262090085492	2	0.000255	32.5	303.776093	9e-06	0	0	4.8e-05	733.79339	1644.715512
295	AP4B1	4.14457062651525	5	0.000638	20.2	9623.505495	0.000114	0.2	2	0.000109	20167.752299	1829.738131
296	AP4E1	4.03598315682021	5	0.000638	30.2	8637.438337	0.000118	0.3	3	0.000102	19639.674215	1883.146068
297	AP4M1	4.32053081536302	6	0.000766	14.5	16014.376425	1.8e-05	0.066667	1	0.000142	34071.296254	1753.27583
298	AP5M1	5.2665560801327	1	0.000128	8	0	1e-06	0	0	3.6e-05	0	1416.307215
299	APAF1	4.42835268597678	3	0.000383	12.666667	554.407898	9e-06	0	0	7.2e-05	1673.958759	1698.595238
300	APBA1	4.65522521372974	6	0.000766	6	4947.156056	4e-06	0.133333	2	0.000146	12585.654579	1615.888167
301	APBA2	3.97779762664285	5	0.000638	24.8	15247.083464	0.000336	0	0	0.00012	32136.359449	1910.657143
302	APBB1	4.67245119305857	2	0.000255	11.5	202.121752	6e-06	0	0	5.8e-05	528.704894	1601.087734
303	APBB1IP	4.85976776827868	1	0.000128	8	0	2e-06	0	0	3.9e-05	0	1539.630592
304	APBB2	3.90072731912722	3	0.000383	61	4813.991576	0.000263	0	0	6.5e-05	10638.67825	1952.52381
305	APBB3	4.35676917187699	1	0.000128	46	0	2.7e-05	0	0	3.6e-05	0	1728.683369
306	APC	3.66058440729871	14	0.001787	22.285714	28649.027058	0.000247	0.076923	7	0.000226	63077.860689	2092.450794
307	APC2	4.00306239632512	6	0.000766	28.166667	826.16321	0.00016	0.333333	5	8.2e-05	1586.249465	1895.613889
308	APCS	4.80732423121092	5	0.000638	4.8	8312.758658	5e-06	0	0	0.00013	16988.063597	1561.40202
309	APEH	4.94768406277912	3	0.000383	5	22607	3e-06	0	0	0.00015	45214	1509.81912
310	APEX1	3.40449151461018	40	0.005105	28.65	136656.535972	0.00523	0.05641	44	0.000521	275708.300208	2295.830556
311	APEX2	4.11381906341712	3	0.000383	35.666667	1478.626648	0.000168	0	0	6e-05	3464.819351	1847.244048
312	APH1A	4.58925609289269	2	0.000255	8	0	4e-06	1	1	5.2e-05	0	1634.22583
313	APH1B	4.43409467908639	2	0.000255	14	90.286862	8e-06	0	0	5e-05	174.836287	1694.720671
314	APLNR	4.38458593849687	12	0.001531	57.333333	792.013427	4.9e-05	0.30303	20	0.000144	1482.269556	1743.506746
315	APLP1	3.79162945004466	7	0.000893	29.857143	4859.111199	0.002598	0	0	0.000114	11652.038331	2008.856746
316	APOA1	3.98698481561822	27	0.003446	9.074074	120654.680713	6e-05	0.039886	14	0.000701	244003.576879	1921.942496
317	APOA2	4.60482327421207	4	0.00051	14.25	1655.695996	4e-06	0.166667	1	0.000121	4713.011131	1633.948449
318	APOB	4.6142656628812	8	0.001021	6.125	30783.301364	7e-06	0	0	0.000256	62916.003227	1635.761905
319	APOBEC1	5.32359321168815	1	0.000128	3	0	2e-06	0	0	5.3e-05	0	1398.457612
320	APOBEC3F	5.6239632512441	1	0.000128	2	0	0	0	0	5.4e-05	0	1318.862771
321	APOBEC3G	4.66224320530815	2	0.000255	12.5	7537	4e-06	0	0	8.1e-05	15074	1608.544517
322	APOC1	4.51142018629578	3	0.000383	27	71.730992	5e-06	0.666667	2	8.7e-05	216.729692	1671.113925
323	APOC2	4.60546127344647	1	0.000128	50	0	4e-06	0	0	3.9e-05	0	1632.115115
324	APOC3	4.51154778614266	2	0.000255	38.5	0	5e-06	1	1	6.1e-05	0	1670.613925
325	APOD	5.19458976649228	1	0.000128	9	0	1e-06	0	0	4.2e-05	0	1433.302453
326	APOE	4.12721704733954	8	0.001021	21.25	11044.027726	3.5e-05	0.107143	3	0.000185	23015.449085	1841.598052
327	APOF	4.94844966186041	2	0.000255	15.5	71.730992	1e-06	0	0	6.7e-05	216.729692	1514.936544
328	APOL1	5.00752839096593	1	0.000128	13	0	1e-06	0	0	3.8e-05	0	1490.998449
329	APOL2	4.0972310833227	1	0.000128	69	0	4.1e-05	0	0	3.1e-05	0	1847.880952
330	APOL5	3.97690442771469	1	0.000128	130	0	9.4e-05	0	0	3.3e-05	0	1911.89881
331	APOOL	4.76534388158734	3	0.000383	8.666667	38.754272	8e-06	0.666667	2	7.6e-05	130.40732	1580.299242
332	APP	3.39504912594105	46	0.00587	16.130435	340272.906748	0.001384	0.013527	14	0.000915	673467.775688	2284.819444
333	APPBP2	5.23924971290034	1	0.000128	4	0	2e-06	0	0	4.2e-05	0	1420.665548
334	APPL1	3.74161031006763	13	0.001659	24.076923	42308.979334	0.000297	0.064103	5	0.000238	84859.19435	2050.069048
335	APPL2	5.252392497129	1	0.000128	8	0	1e-06	0	0	3.4e-05	0	1420.878211
336	APRT	4.0972310833227	1	0.000128	110	0	0.000513	0	0	3.1e-05	0	1856.104762
337	APTX	3.92216409340309	8	0.001021	15.75	7921.254253	0.000212	0.035714	1	0.000136	18507.23803	1938.46627
338	AQP1	4.66798519841776	2	0.000255	24.5	801.517968	2.8e-05	0	0	5.7e-05	1805.974714	1614.016667
339	AQR	3.69746076304708	24	0.003063	40.375	4095.490156	0.002856	0.275362	76	0.000194	8606.129222	2085.743651
340	AR	3.13551103738676	69	0.008806	29.724638	305602.318056	0.002134	0.051151	120	0.00098	574061.593685	2503.63373
341	ARAF	3.60227127727447	13	0.001659	35.384615	20317.77008	0.000318	0.089744	7	0.000214	41206.426882	2133.91746
342	ARAP1	4.36327676406788	2	0.000255	20	154.555024	0.000119	0	0	4.5e-05	333.943817	1728.229401
343	ARCN1	4.0431287482455	28	0.003573	21.535714	12068.506315	8.5e-05	0.44709	169	0.000337	23555.166464	1894.042857
344	ARF1	3.66492280209264	57	0.007274	14.754386	178542.03074	0.000422	0.08584	137	0.000839	349293.588035	2114.859127
345	ARF3	4.08089830292204	21	0.00268	19.571429	7413.480666	6.9e-05	0.319048	67	0.000268	15759.447622	1869.896429
346	ARF4	3.77542426949088	26	0.003318	23.961538	42326.834265	0.000173	0.338462	110	0.00032	87319.610356	2037.754762
347	ARF5	4.14635702437157	21	0.00268	18.571429	8930.598157	5.6e-05	0.280952	59	0.000276	18973.98725	1836.832973
348	ARFGAP1	4.07375271149675	16	0.002042	24.8125	4365.450445	0.000135	0.525	63	0.000191	9437.231678	1871.380592
349	ARFGAP2	4.50899578920505	5	0.000638	20	122.960035	9e-06	0.5	5	7.4e-05	221.443987	1674.917496
350	ARFGAP3	3.96580324103611	19	0.002425	27.368421	9813.967325	0.000194	0.637427	109	0.00022	20999.082977	1930.929004
351	ARFGEF1	4.52507336991196	2	0.000255	9	0	2.7e-05	1	1	5.4e-05	0	1658.306385
352	ARFGEF2	4.31415082301901	5	0.000638	9.2	1588.402543	3.8e-05	0.2	2	0.000113	4447.995019	1746.729401
353	ARFIP1	4.62434605078474	2	0.000255	39	11.141586	9e-06	0	0	4.3e-05	20.667137	1628.998846
354	ARFIP2	4.71519714176343	2	0.000255	17	289.30031	2e-06	0	0	4.5e-05	702.402784	1592.922258
355	ARFRP1	4.08829909404109	3	0.000383	34.333333	4074.243233	0.000137	0.333333	1	6.4e-05	9361.453828	1855.672619
356	ARG1	4.82735740717111	1	0.000128	7	0	2e-06	0	0	3.7e-05	0	1549.169481
357	ARHGAP1	3.72821232614521	12	0.001531	24.75	32626.554022	0.000236	0.030303	2	0.000226	66407.248125	2053.740079
358	ARHGAP11A	4.74352430777083	1	0.000128	32	0	8e-06	0	0	3.7e-05	0	1586.403211
359	ARHGAP15	4.27280847262983	2	0.000255	35.5	235.680363	2.2e-05	0	0	4.8e-05	538.509701	1766.927417
360	ARHGAP17	3.77580706903152	2	0.000255	121	526.309564	0.001039	0	0	4.7e-05	1220.57647	2020.074603
361	ARHGAP18	4.87622814852622	1	0.000128	8	0	3e-06	0	0	3.5e-05	0	1532.29329
362	ARHGAP21	4.35906596912084	2	0.000255	37	615.167346	3.2e-05	0	0	4.6e-05	1454.007724	1730.930592
363	ARHGAP24	4.09148909021309	1	0.000128	50	0	8e-05	0	0	3.3e-05	0	1845.905556
364	ARHGAP26	4.47977542426949	2	0.000255	13.5	2226.195026	1e-05	0	0	6.1e-05	4858.689214	1676.865548
365	ARHGAP27	4.19305856832972	2	0.000255	39	69.228486	5.1e-05	0	0	4.5e-05	161.703291	1803.250794
366	ARHGAP31	4.42031389562332	1	0.000128	26	0	0.000125	0	0	3e-05	0	1703.149639
367	ARHGAP32	3.97639402832717	6	0.000766	26.833333	2314.059414	0.000129	0.066667	1	0.000112	5473.252723	1912.897655
368	ARHGAP33	4.04427714686742	1	0.000128	134	0	4.7e-05	0	0	3.1e-05	0	1876.303608
369	ARHGAP35	3.73267832078602	7	0.000893	52.857143	5317.382525	3e-04	0.142857	3	0.000111	10944.43631	2050.335317
370	ARHGAP4	4.4191654970014	1	0.000128	19	0	1e-05	0	0	3.4e-05	0	1700.407973
371	ARHGAP5	3.92867168559398	5	0.000638	30	2161.891314	0.000133	0.2	2	8.7e-05	4534.261411	1935.364322
372	ARHGAP9	4.45412785504657	2	0.000255	25.5	536.678823	2e-05	0	0	5.6e-05	1067.608499	1693.269481
373	ARHGDIA	3.61898685721577	16	0.002042	23.6875	26691.55513	0.000623	0.033333	4	0.000237	55620.278295	2121.381746
374	ARHGDIB	3.87227255327294	15	0.001914	16.8	18068.50945	0.000124	0.028571	3	0.000262	36973.419638	1972.116667
375	ARHGDIG	4.42988388413934	5	0.000638	9.2	612.219601	7e-06	0	0	9.7e-05	1520.339243	1698.089286
376	ARHGEF1	3.93262728084726	6	0.000766	32.333333	3371.98939	0.000264	0.133333	2	0.000102	7421.409582	1939.545671
377	ARHGEF10L	4.96491004210795	1	0.000128	9	0	2e-06	0	0	3.3e-05	0	1506.546465
378	ARHGEF11	3.44251626898048	18	0.002297	43.388889	76043.591522	0.000646	0.058824	9	0.000281	150135.744408	2245.223413
379	ARHGEF12	4.13359703968355	5	0.000638	21.6	3024.146116	2.7e-05	0	0	9.1e-05	6760.819877	1835.53373
380	ARHGEF15	3.90991450810259	4	0.00051	30	3485.063798	8.1e-05	0	0	7.9e-05	7570.130902	1942.00119
381	ARHGEF16	4.74352430777083	1	0.000128	32	0	8e-06	0	0	3.7e-05	0	1586.403211
382	ARHGEF18	4.67066479520225	1	0.000128	79	0	8e-06	0	0	2.9e-05	0	1616.727778
383	ARHGEF2	3.74173790991451	8	0.001021	39	7467.183462	0.000239	0.071429	2	0.00013	15086.017758	2043.020238
384	ARHGEF25	4.26170728595126	2	0.000255	50.5	78.153529	2.8e-05	0	0	4.8e-05	109.73998	1772.965512
385	ARHGEF28	4.9194844966186	1	0.000128	5	0	1e-05	0	0	3.5e-05	0	1515.448413
386	ARHGEF3	4.51435498277402	1	0.000128	41	0	7e-06	0	0	3.4e-05	0	1664.760354
387	ARHGEF39	4.41508230190124	1	0.000128	23	0	3.3e-05	0	0	3.3e-05	0	1702.308369
388	ARHGEF40	4.73676151588618	1	0.000128	9	0	1.2e-05	0	0	3.8e-05	0	1586.162374
389	ARHGEF5	4.74352430777083	1	0.000128	32	0	8e-06	0	0	3.7e-05	0	1586.403211
390	ARHGEF6	3.6142656628812	9	0.001149	38.777778	11874.187733	0.001086	0.166667	6	0.000141	24335.177572	2118.058333
391	ARHGEF7	3.82990940410872	6	0.000766	36.333333	1144.076165	0.000602	0.133333	2	9.8e-05	2338.683821	1990.144841
392	ARHGEF9	5.10335587597295	1	0.000128	5	0	1e-06	0	0	3.9e-05	0	1460.268723
393	ARID1A	3.97282123261452	10	0.001276	19.2	1915.882969	0.000172	0.511111	23	0.000133	3450.630743	1914.179762
394	ARID1B	4.22483093020288	1	0.000128	51	0	3.8e-05	0	0	3e-05	0	1790.246861
395	ARID2	4.03419675896389	4	0.00051	25.75	79.852505	0.000109	0.333333	2	6.4e-05	192.910369	1878.908333
396	ARID3A	4.2118157458211	5	0.000638	14	1163.881112	4.3e-05	0	0	8.6e-05	2746.094935	1797.439683
397	ARID4A	4.00676279188465	7	0.000893	25.142857	8864.519211	0.00015	0.190476	4	0.000127	19462.538802	1903.563889
398	ARID4B	4.22648972821233	4	0.00051	27.25	66.332281	5.4e-05	0.333333	2	6.7e-05	144.534775	1794.392857
399	ARID5A	4.28837565394922	1	0.000128	63	0	1.8e-05	0	0	3.7e-05	0	1759.561508
400	ARID5B	4.37999234400919	1	0.000128	59	0	2.3e-05	0	0	3.4e-05	0	1725.532143
401	ARIH1	4.25736889115733	4	0.00051	22.75	324.47657	0.000274	0.166667	1	6.9e-05	873.652842	1779.03254
402	ARIH2	3.72425673089192	17	0.002169	37.647059	24933.990417	0.005764	0.007353	1	0.000225	49983.212251	2068.791667
403	ARL1	3.85581217302539	13	0.001659	14.692308	39974.649766	0.000109	0.051282	4	0.000245	82066.898048	1981.01746
404	ARL13B	5.24129131045043	1	0.000128	7	0	0	0	0	3.8e-05	0	1419.631025
405	ARL15	4.43856067372719	4	0.00051	9.25	1989.996329	8e-06	0	0	1e-04	6127.364034	1696.257576
406	ARL2	4.20556335332398	6	0.000766	13.166667	9264.353227	8.3e-05	0.066667	1	0.000126	19333.145202	1802.670238
407	ARL2BP	5.16728339925992	1	0.000128	6	0	2e-06	0	0	3.7e-05	0	1443.735354
408	ARL4D	4.45744545106546	3	0.000383	10.333333	7653.20428	2.4e-05	0	0	8.3e-05	15385.197051	1686.791306
409	ARL5A	4.14291182850581	1	0.000128	76	0	0.000135	0	0	3.3e-05	0	1827.158333
410	ARL5B	4.14291182850581	1	0.000128	76	0	0.000135	0	0	3.3e-05	0	1827.158333
411	ARL6	5.33660839606992	7	0.000893	3.142857	26508.81397	1e-06	0	0	0.000254	56818.533667	1401.74412
412	ARL6IP1	5.7095827485007	3	0.000383	3.666667	15628.015428	0	0	0	0.000127	31793.85284	1301.158442
413	ARL6IP5	4.46433584279699	3	0.000383	14	28323.4937	2.5e-05	0.333333	1	8.6e-05	56930.271226	1689.698052
414	ARL6IP6	6.29832844200587	1	0.000128	7	0	0	0	0	5e-05	0	1175.898965
415	ARL8B	4.28748245502105	2	0.000255	26.5	308.489052	3.5e-05	0	0	4.7e-05	787.103933	1758.407576
416	ARMC6	4.71557994130407	2	0.000255	11.5	206.304555	7e-06	0	0	4.8e-05	531.457447	1592.665115
417	ARMCX2	4.19471736633916	1	0.000128	68	0	7.2e-05	0	0	3.3e-05	0	1801.131746
418	ARMT1	4.00025519969376	2	0.000255	78.5	3523.760441	0.000254	0	0	5.3e-05	8070.828144	1904.582143
419	ARNT	3.62664284802858	11	0.001404	31.363636	27812.865659	0.000358	0.018182	1	0.000201	57247.704782	2112.996032
420	ARNT2	4.38114074263111	3	0.000383	10.666667	7706.598059	0.000116	0	0	8.7e-05	15485.7542	1722.575433
421	ARNTL	4.57151971417634	2	0.000255	11.5	551.0109	8.3e-05	0	0	5.3e-05	1415.353664	1642.797691
422	ARPC1A	3.64999362000766	10	0.001276	41.4	7405.800317	0.001354	0.422222	19	0.000142	14869.621948	2098.288889
423	ARPC1B	3.81791501850198	10	0.001276	23.8	3977.60273	0.000419	0.333333	15	0.000145	8420.161986	1993.164286
424	ARPC2	3.58938369273957	23	0.002935	26.782609	13774.481559	0.001825	0.264822	67	0.000301	27937.398478	2141.24246
425	ARPC5	3.48156182212581	17	0.002169	38.882353	14639.211793	0.001662	0.294118	40	0.000226	29507.912521	2211.275794
426	ARPC5L	4.54638254434095	2	0.000255	10	2.301644	3.4e-05	0	0	4.3e-05	5.581578	1650.351623
427	ARR3	4.55748373101952	5	0.000638	5.6	9619.52762	4e-05	0	0	0.000145	20611.298909	1652.180988
428	ARRB1	3.28761005486793	53	0.006764	17.641509	249847.993088	0.004045	0.003628	5	0.00084	501118.222052	2364.500794
429	ARRB2	2.99157841010591	124	0.015824	27.435484	845951.888972	0.049049	0.024128	184	0.001569	1575373.264192	2637.621825
430	ARSE	4.61924205690953	2	0.000255	5.5	7537	2.5e-05	0	0	8.3e-05	15074	1623.869877
431	ART1	5.21028454765854	1	0.000128	7	0	0	0	0	3.7e-05	0	1431.802814
432	ARVCF	4.43128748245502	2	0.000255	9.5	42.775406	9e-06	0	0	5.1e-05	140.307812	1694.652056
433	ASAH1	4.30368763557484	3	0.000383	23.333333	7537	8e-05	0.333333	1	8.2e-05	15074	1761.975794
434	ASAP1	3.38496873803751	14	0.001787	75.357143	17334.062588	0.00205	0.241758	22	0.000199	32129.746596	2286.411508
435	ASAP2	3.84164859002169	5	0.000638	39.6	2560.627064	0.000226	0.1	1	8.1e-05	5751.335638	1982.590079
436	ASB1	3.78269746076305	3	0.000383	98.666667	294.921797	0.003212	0	0	5e-05	445.174721	2022.820238
437	ASB10	4.11343626387648	1	0.000128	86	0	0.000107	0	0	3e-05	0	1843.289286
438	ASB11	4.11343626387648	1	0.000128	86	0	0.000107	0	0	3e-05	0	1843.289286
439	ASB13	3.83156820211816	3	0.000383	72.333333	16173.007626	0.003098	0	0	6.9e-05	33188.035969	1994.629762
440	ASB14	3.86295776445068	1	0.000128	193	0	0.003084	0	0	2.7e-05	0	1975.046429
441	ASB15	4.46956743651908	1	0.000128	30	0	1.1e-05	0	0	3.3e-05	0	1683.540115
442	ASB16	4.11343626387648	1	0.000128	86	0	0.000107	0	0	3e-05	0	1843.289286
443	ASB18	3.7920122495853	2	0.000255	139.5	27.025686	0.00319	0	0	3.8e-05	34.804657	2017.045238
444	ASB2	4.04134235038918	2	0.000255	59	1815.138312	0.000114	0	0	4.7e-05	3984.740913	1879.403571
445	ASB3	4.5421717493939	2	0.000255	12.5	158.431034	4.4e-05	0	0	4.7e-05	410.874935	1654.980195
446	ASB6	4.23414571902514	1	0.000128	89	0	0.002175	0	0	2.7e-05	0	1794.452417
447	ASB7	3.75156309812428	5	0.000638	84.4	469.511315	0.005484	0.2	2	6.8e-05	724.225788	2044.003571
448	ASB8	3.85287737654715	2	0.000255	105	159.931685	0.003105	0	0	4e-05	257.934477	1981.204762
449	ASB9	4.77095827485007	1	0.000128	6	0	1.3e-05	0	0	3.5e-05	0	1574.157973
450	ASCC1	4.36480796223045	1	0.000128	27	0	2e-05	0	0	3.1e-05	0	1727.196861
451	ASCC2	3.86614776062269	19	0.002425	13.526316	47339.676326	0.00021	0.023392	4	0.000335	97460.292055	1984.313095
452	ASCL1	4.9291820849815	1	0.000128	14	0	3e-06	0	0	3.7e-05	0	1517.363961
453	ASCL2	4.23082812300625	2	0.000255	25	479.660744	9.2e-05	0	0	4.5e-05	1196.308922	1786.183333
454	ASCL3	4.72948832461401	1	0.000128	15	0	3e-06	0	0	3.5e-05	0	1582.817063
455	ASF1A	4.19407936710476	5	0.000638	13.6	1162.350793	5.8e-05	0.1	1	8.6e-05	2934.257004	1806.413889
456	ASF1B	4.07285951256859	15	0.001914	9.4	25615.733658	0.000115	0.133333	14	0.000268	52460.574278	1867.757143
457	ASGR1	5.4559142529029	3	0.000383	3.666667	490.379116	0	0.333333	1	9.3e-05	1368.373223	1365.038961
458	ASGR2	5.16447620262856	3	0.000383	6.666667	1791.245572	0	0.333333	1	9.1e-05	4702.715298	1445.298846
459	ASH2L	3.64744162307005	12	0.001531	42.666667	9520.554796	0.000585	0.181818	12	0.000161	18839.998846	2116.143651
460	ASIC1	4.56884011739186	2	0.000255	17	932.108382	9e-06	0	0	6.1e-05	2476.846672	1644.548485
461	ASIC3	4.02232997320403	4	0.00051	24.5	6506.416449	8.1e-05	0	0	9.5e-05	14901.665885	1886.157143
462	ASNS	3.97767002679597	2	0.000255	82.5	474.472751	0.000259	0	0	4.8e-05	1025.546893	1915.338095
463	ASPM	4.09633788439454	2	0.000255	70	55.057872	0.000194	0	0	3.9e-05	85.898012	1860.139683
464	ASPSCR1	4.99170600995279	2	0.000255	2.5	7537	4e-06	0	0	9.4e-05	15074	1497.335786
465	ASXL1	4.29654204414955	1	0.000128	56	0	7.7e-05	0	0	3.2e-05	0	1756.759957
466	ATAD3A	4.73765471481434	1	0.000128	17	0	4e-06	0	0	3.4e-05	0	1582.106421
467	ATAD5	4.50644379226745	1	0.000128	21	0	1.3e-05	0	0	3e-05	0	1669.44329
468	ATCAY	4.40091871889754	1	0.000128	48	0	9.6e-05	0	0	3e-05	0	1713.886544
469	ATF1	3.83233380119944	6	0.000766	34.166667	7172.355552	0.000144	0.133333	2	0.000109	15653.631684	1993.330952
470	ATF2	3.66505040193952	11	0.001404	30.909091	11357.287261	0.000338	0.036364	2	0.00016	23563.836722	2092.254762
471	ATF3	3.83348219982136	8	0.001021	30.125	6712.137101	0.000449	0.214286	6	0.000116	15608.666025	1995.85
472	ATF6	4.39198672961592	4	0.00051	9.25	11691.898475	2.9e-05	0	0	0.000119	23686.891661	1714.475
473	ATF7	4.40206711751946	7	0.000893	10	1626.060024	2.4e-05	0.095238	2	0.000117	4343.373157	1718.646068
474	ATF7IP	4.48194462166645	4	0.00051	6	7761.300959	6e-06	0	0	0.000104	15797.039076	1676.402814
475	ATG10	4.96797243843307	1	0.000128	12	0	7e-06	0	0	3.8e-05	0	1505.879834
476	ATG12	4.00625239249713	12	0.001531	15.5	39460.723052	0.000336	0.030303	2	0.000263	81632.865329	1904.057576
477	ATG13	4.6271532474161	3	0.000383	8.333333	1335.287472	2.9e-05	0	0	7.6e-05	3548.594677	1622.861183
